id,location_x,location_y,land_use_category,country,fra_class,tree_canopy,shrub_cover,palm_cover,vegetation_elements_bamboo_vegetation_element,main_land_class,sub_land_class,many_trees,tree_count,many_shrubs,shrub_count
SWA9852,77.22355354,13.99713955,settlement,India,ol,30,0,40,0,settlement,settlement_urban,FALSE,2,FALSE,0
SWA605,50.42150855,32.62460528,otherland,Iran  (Islamic Republic of),owl,30,0,40,0,shrubland,shrubland_trees,FALSE,5,TRUE,0
SWA18296,70.48026003,20.84957837,cropland,India,oltc,40,0,40,0,cropland,cropland_nonirrigated_rainfed,FALSE,4,FALSE,0
SWA10082,77.45558838,12.72189118,cropland,India,oltc,40,0,40,0,cropland,cropland_perennial,FALSE,6,FALSE,0
SWA9809,77.56338621,14.31999407,cropland,India,oltc,0,0,40,0,cropland,cropland_irrigated,FALSE,0,FALSE,0
SWA10199,78.32740336,12.21578034,cropland,India,ol,0,0,40,0,cropland,cropland_perennial,TRUE,0,FALSE,0
SWA1686,51.06317516,29.28987929,cropland,Iran  (Islamic Republic of),ol,0,0,40,0,other,palm,FALSE,0,FALSE,0
SWA9588,81.58262846,16.87507223,cropland,India,ol,0,0,40,0,cropland,cropland_perennial,FALSE,0,FALSE,0
SWA16256,74.512977,27.41716141,cropland,India,ol,0,0,40,0,cropland,cropland_perennial,FALSE,0,FALSE,0
SWA9428,83.73427322,18.14870364,cropland,India,ol,0,0,40,0,cropland,cropland_perennial,FALSE,0,FALSE,0
SWA10011,77.38659776,13.10565146,settlement,India,ol,0,0,40,0,settlement,settlement_urban,FALSE,0,FALSE,0
SWA10237,78.37052249,11.95814352,cropland,India,ol,0,0,40,0,cropland,cropland_nonirrigated_rainfed,FALSE,0,FALSE,0
SWA9582,80.78303802,16.76835237,cropland,India,ol,0,0,40,0,cropland,cropland_irrigated,FALSE,0,FALSE,0
SWA9608,81.73435391,16.76646591,otherland,India,oltc,0,0,40,0,grassland,grassland_trees,TRUE,0,FALSE,0
SWA6109,72.94883043,26.19662044,cropland,India,ol,0,40,30,0,cropland,cropland_perennial,FALSE,0,FALSE,5
SWA3136,71.08635335,32.19691738,cropland,Pakistan,oltc,40,30,30,0,cropland,cropland_perennial,TRUE,0,FALSE,10
SWA10163,79.17280787,12.62298666,cropland,India,oltc,40,30,30,0,cropland,cropland_nonirrigated_rainfed,FALSE,4,FALSE,3
SWA10354,77.9172326,10.81171356,otherland,India,ol,0,20,30,0,other,palm,FALSE,0,TRUE,0
SWA9966,77.34024469,13.36086284,cropland,India,owl,20,0,30,0,cropland,cropland_nonirrigated_rainfed,FALSE,11,FALSE,0
SWA9565,80.76363441,16.89393685,cropland,India,oltc,20,0,30,0,cropland,cropland_nonirrigated_rainfed,FALSE,3,FALSE,0
SWA20002,78.89954036,9.440525106,settlement,India,oltc,20,0,30,0,settlement,settlement_village,FALSE,9,FALSE,0
SWA10088,78.21825805,12.85771645,cropland,India,oltc,20,0,30,0,cropland,cropland_perennial,FALSE,2,FALSE,0
SWA12545,54.91748672,33.79448128,cropland,Iran  (Islamic Republic of),owl,0,0,30,0,cropland,cropland_perennial,FALSE,19,FALSE,7
SWA8762,81.73058098,21.44947332,settlement,India,ol,0,0,30,0,settlement,settlement_infrastructure,FALSE,0,FALSE,0
SWA10080,80.11388297,13.29834009,cropland,India,oltc,0,0,30,0,cropland,cropland_perennial,FALSE,0,FALSE,0
SWA10116,78.87636383,12.83777385,cropland,India,ol,0,0,30,0,cropland,cropland_irrigated,FALSE,0,FALSE,0
SWA10348,78.14522502,10.98661554,cropland,India,ol,0,0,30,0,cropland,cropland_perennial,FALSE,0,FALSE,0
SWA10218,78.34896293,12.08696193,cropland,India,ol,0,0,30,0,cropland,cropland_perennial,FALSE,0,FALSE,0
SWA9586,81.31582882,16.84030743,cropland,India,ol,0,0,30,0,cropland,cropland_perennial,FALSE,0,FALSE,0
SWA10286,77.55637935,11.41295598,cropland,India,ol,0,0,30,0,cropland,cropland_nonirrigated_floodplain,FALSE,0,FALSE,0
SWA10179,78.43223675,12.36615832,cropland,India,ol,0,0,30,0,cropland,cropland_perennial,FALSE,0,FALSE,0
SWA9552,81.27836907,17.09147638,cropland,India,ol,0,0,30,0,cropland,cropland_nonirrigated_rainfed,FALSE,0,FALSE,0
SWA10109,77.98595372,12.68497042,cropland,India,oltc,20,30,20,0,cropland,cropland_irrigated,FALSE,7,FALSE,3
SWA10377,78.27404343,10.20669821,grassland,India,oltc,40,30,20,0,shrubland,shrubland_trees,FALSE,7,TRUE,0
SWA3443,70.84542519,31.7032033,cropland,Pakistan,oltc,0,30,20,0,cropland,cropland_perennial,FALSE,8,TRUE,0
SWA17653,69.73537699,22.8540791,cropland,India,ol,20,20,20,0,cropland,cropland_perennial,FALSE,9,FALSE,1
SWA10327,78.47751184,11.31243449,otherland,India,owl,30,20,20,0,shrubland,shrubland_trees,FALSE,5,FALSE,15
SWA19904,78.56833152,10.72412782,settlement,India,owl,0,20,20,0,settlement,settlement_village,FALSE,0,TRUE,0
SWA10035,77.4097743,12.97791103,cropland,India,oltc,10,10,20,0,cropland,cropland_irrigated,FALSE,1,FALSE,1
SWA19905,78.69310751,10.74595688,settlement,India,oltc,20,10,20,0,settlement,settlement_urban,FALSE,3,FALSE,1
SWA10134,78.26191618,12.6011576,cropland,India,oltc,20,0,20,0,cropland,cropland_perennial,FALSE,6,FALSE,0
SWA18233,70.27382717,21.05951465,cropland,India,owl,20,0,20,0,cropland,cropland_orchard,FALSE,16,FALSE,0
SWA10149,80.17236329,12.91323233,settlement,India,owl,20,0,20,0,settlement,settlement_urban,FALSE,5,FALSE,0
SWA3863,58.27565875,27.8707208,cropland,Iran  (Islamic Republic of),oltc,30,0,20,0,cropland,cropland_perennial,TRUE,0,FALSE,0
SWA10093,78.85534325,12.96605327,settlement,India,oltc,30,0,20,0,settlement,settlement_village,FALSE,10,FALSE,0
SWA19950,78.90034885,10.2468529,cropland,India,ol,10,0,20,0,cropland,cropland_perennial,FALSE,1,FALSE,0
SWA10236,78.24439903,11.93604497,cropland,India,ol,10,0,20,0,cropland,cropland_fallow,FALSE,3,FALSE,0
SWA10056,80.09420986,13.42635002,cropland,India,oltc,10,0,20,0,cropland,cropland_perennial,FALSE,1,FALSE,0
SWA10323,77.97652141,11.22296229,cropland,India,oltc,10,0,20,0,cropland,cropland_perennial,FALSE,1,FALSE,0
SWA7233,85.47062684,26.25698722,cropland,India,oltc,20,0,20,0,cropland,cropland_nonirrigated_rainfed,FALSE,2,FALSE,0
SWA10154,78.03042033,12.42841157,cropland,India,ol,20,0,20,0,cropland,cropland_perennial,FALSE,3,FALSE,0
SWA10094,78.98281419,12.98707385,cropland,India,oltc,20,0,20,0,cropland,cropland_perennial,FALSE,3,FALSE,0
SWA10215,77.97032303,12.02012728,cropland,India,oltc,30,0,20,0,cropland,cropland_perennial,FALSE,8,FALSE,0
SWA9317,84.20238532,18.83025544,settlement,India,oltc,40,0,20,0,settlement,settlement_village,FALSE,6,FALSE,0
SWA9680,80.87924759,16.13881302,cropland,India,ol,0,0,20,0,cropland,cropland_nonirrigated_rainfed,FALSE,0,FALSE,0
SWA9970,77.85174542,13.4522215,settlement,India,oltc,0,0,20,0,settlement,settlement_village,FALSE,5,FALSE,0
SWA4556,60.6218786,27.14982279,cropland,Iran  (Islamic Republic of),ol,0,0,20,0,cropland,cropland_perennial,FALSE,0,FALSE,0
SWA9626,81.35328856,16.58859948,cropland,India,oltc,0,0,20,0,cropland,cropland_irrigated,FALSE,9,FALSE,0
SWA10307,78.08000733,11.37495724,cropland,India,ol,0,0,20,0,cropland,cropland_perennial,FALSE,0,FALSE,0
SWA10073,79.21754398,13.15712493,cropland,India,ol,0,0,20,0,cropland,cropland_perennial,FALSE,0,FALSE,0
SWA10252,77.88839668,11.73985291,cropland,India,ol,0,0,20,0,cropland,cropland_perennial,FALSE,0,FALSE,0
SWA4492,62.85518023,27.92731466,grassland,Pakistan,ol,0,0,20,0,other,palm,FALSE,0,FALSE,0
SWA9999,78.77018296,13.47782349,cropland,India,ol,0,0,20,0,cropland,cropland_perennial,FALSE,0,FALSE,0
SWA10310,78.45622177,11.4417919,cropland,India,oltc,0,0,20,0,cropland,cropland_perennial,FALSE,12,FALSE,0
SWA17609,69.41979883,22.91013397,cropland,India,ol,0,0,20,0,cropland,cropland_irrigated,FALSE,0,FALSE,0
SWA10305,77.82937737,11.32968215,cropland,India,ol,0,0,20,0,cropland,cropland_perennial,FALSE,0,FALSE,0
SWA9570,81.43063351,16.98367855,cropland,India,ol,0,0,20,0,cropland,cropland_perennial,FALSE,0,FALSE,0
SWA10013,77.64153964,13.15173504,settlement,India,oltc,0,0,20,0,settlement,settlement_urban,FALSE,1,FALSE,0
SWA9649,81.63760535,16.49751031,wetland,India,iwb,0,0,20,0,wetland,wetland_lake_pool_permanent,FALSE,0,FALSE,0
SWA10253,78.01425065,11.76249045,settlement,India,oltc,30,30,10,0,settlement,settlement_urban,FALSE,7,FALSE,2
SWA6583,76.78077394,31.61103615,cropland,India,oltc,30,20,10,0,cropland,cropland_nonirrigated_rainfed,FALSE,11,FALSE,15
SWA19550,76.72364108,16.57539425,settlement,India,oltc,50,20,10,0,settlement,settlement_village,TRUE,0,FALSE,7
SWA9381,84.11129615,18.44164425,cropland,India,oltc,20,20,10,0,cropland,cropland_perennial,FALSE,3,TRUE,0
SWA9641,80.17856167,16.29727584,settlement,India,oltc,30,0,10,0,settlement,settlement_urban,FALSE,16,FALSE,0
SWA17719,73.8510983,23.56850924,cropland,India,oltc,10,0,10,0,cropland,cropland_nonirrigated_floodplain,FALSE,1,FALSE,0
SWA19067,78.48236275,18.92134461,cropland,India,ol,10,0,10,0,cropland,cropland_nonirrigated_rainfed,FALSE,2,FALSE,0
SWA15243,72.76665209,31.78000925,cropland,Pakistan,ol,30,0,10,0,cropland,cropland_perennial,FALSE,4,FALSE,0
SWA9450,82.93764723,17.93391645,cropland,India,oltc,0,0,10,0,cropland,cropland_nonirrigated_rainfed,FALSE,0,FALSE,0
SWA9394,81.68584488,18.03794136,forest,India,fo,20,100,0,0,forest,mixed_broadleaf,FALSE,6,TRUE,0
SWA9442,81.85751293,17.80455905,grassland,India,owl,10,100,0,0,shrubland,shrubland_trees,FALSE,2,TRUE,0
SWA14364,71.25074505,34.80212153,grassland,Afghanistan,owl,10,100,0,0,shrubland,shrubland_trees,FALSE,1,TRUE,0
SWA9636,77.14998152,15.81191609,otherland,India,ol,10,100,0,0,cropland,cropland_irrigated,FALSE,1,TRUE,0
SWA9728,77.47014108,14.82664389,grassland,India,owl,20,100,0,0,shrubland,shrubland_trees,FALSE,2,TRUE,0
SWA9911,78.94212051,14.03028739,otherland,India,oltc,20,100,0,0,shrubland,shrubland_trees,FALSE,0,TRUE,0
SWA18001,73.08384722,22.54119588,forest,India,ol,0,100,0,0,shrubland,shrubland_trees,FALSE,0,TRUE,0
SWA12157,58.78365604,35.9137867,grassland,Iran  (Islamic Republic of),owl,0,100,0,0,grassland,grassland,FALSE,0,TRUE,0
SWA5618,71.43939126,27.43413957,otherland,India,ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA878,48.64661722,30.99928344,otherland,Iran  (Islamic Republic of),ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA2230,55.11313979,29.56907568,cropland,Iran  (Islamic Republic of),fo,0,100,0,0,cropland,cropland_perennial,FALSE,0,FALSE,30
SWA17404,69.97226273,23.54182928,grassland,India,ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA13312,51.86007065,31.49811792,grassland,Iran  (Islamic Republic of),ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA12768,57.72939322,34.23699139,otherland,Iran  (Islamic Republic of),ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA1969,65.75197753,33.08436305,otherland,Afghanistan,ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA14446,53.72766813,30.17112658,otherland,Iran  (Islamic Republic of),ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA11580,57.76658347,37.0284163,forest,Iran  (Islamic Republic of),owl,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA627,47.84648779,31.51347911,wetland,Iran  (Islamic Republic of),ol,0,100,0,0,wetland,wetland_marsh,FALSE,0,TRUE,0
SWA8124,77.08314686,23.05862549,forest,India,owl,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA5161,70.94082627,28.40135564,forest,Pakistan,owl,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA642,50.50936379,32.49416991,grassland,Iran  (Islamic Republic of),ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA13313,52.00586722,31.54851341,otherland,Iran  (Islamic Republic of),ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA9289,80.23488603,18.48206844,forest,India,fo,0,100,0,0,forest,coniferous,TRUE,0,FALSE,0
SWA8673,72.97874433,20.17179949,grassland,India,ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA5278,68.3065167,27.55110022,forest,Pakistan,fo,0,100,0,0,forest,coniferous,FALSE,0,FALSE,0
SWA7223,83.97735734,26.13032477,grassland,India,ol,0,100,0,0,shrubland,shrubland,TRUE,0,FALSE,0
SWA4260,72.78767267,30.69987496,grassland,Pakistan,ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA11708,50.00891234,34.27067821,grassland,Iran  (Islamic Republic of),ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA11310,52.56048708,36.02589644,grassland,Iran  (Islamic Republic of),fo,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA7960,83.46073622,24.48883325,grassland,India,ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA2770,57.32757679,29.32060167,grassland,Iran  (Islamic Republic of),ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA2661,54.79001578,28.6619569,grassland,Iran  (Islamic Republic of),ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA14577,69.62811815,34.02489915,grassland,Afghanistan,owl,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA4767,70.66216887,29.25700095,forest,Pakistan,owl,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA6558,73.9357196,32.88493705,forest,Pakistan,owl,0,100,0,0,shrubland,shrubland,FALSE,0,FALSE,0
SWA952,51.38629917,31.83444716,otherland,Iran  (Islamic Republic of),ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA7164,82.17228261,26.07453939,grassland,India,ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA4365,66.90164143,29.2295125,otherland,Pakistan,ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA14484,71.82207357,34.65686395,grassland,Pakistan,ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA527,50.06469772,32.82133633,grassland,Iran  (Islamic Republic of),ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA9602,80.93530246,16.66082403,cropland,India,ol,0,100,0,0,forest,plantation_other,FALSE,0,FALSE,0
SWA14834,71.44747609,33.74408579,grassland,Pakistan,ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA3439,70.07898259,31.55929319,grassland,Pakistan,ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA10818,46.28449718,35.44729157,otherland,Iran  (Islamic Republic of),ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA7496,79.20757268,24.98200834,grassland,India,ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA18411,75.72947556,21.25947964,grassland,India,ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA249,49.25244104,33.98824789,grassland,Iran  (Islamic Republic of),ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA17652,76.79883007,24.32012964,grassland,India,ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA5491,71.35018855,27.72115131,grassland,India,fo,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA6867,83.97520138,27.22635925,grassland,India,ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA2074,56.74573799,30.40585636,grassland,Iran  (Islamic Republic of),ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA14755,52.8280952,29.07347513,grassland,Iran  (Islamic Republic of),ol,0,100,0,0,grassland,grassland_shrubs,FALSE,0,TRUE,0
SWA12343,60.79192969,35.92699193,grassland,Iran  (Islamic Republic of),ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA19673,78.7984799,16.40722963,grassland,India,ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA16070,78.08782267,28.81341286,grassland,India,ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA14238,70.18597194,34.85763742,grassland,Afghanistan,ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA9111,75.39314632,18.97605202,grassland,India,ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA6405,46.30012786,37.65472172,grassland,Iran  (Islamic Republic of),ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA8031,77.28984921,23.46556231,otherland,India,ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA12485,55.46456073,34.08903886,grassland,Iran  (Islamic Republic of),ol,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA17308,79.24233748,25.53824517,grassland,India,owl,0,100,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA3333,69.45564161,31.58920709,otherland,Pakistan,oltc,20,90,0,0,shrubland,shrubland_trees,FALSE,8,TRUE,0
SWA4048,60.87870694,28.32293271,otherland,Iran  (Islamic Republic of),owl,20,90,0,0,shrubland,shrubland_trees,FALSE,8,TRUE,0
SWA5145,67.12343547,27.59233289,otherland,Pakistan,owl,20,90,0,0,shrubland,shrubland_trees,FALSE,20,TRUE,0
SWA19027,78.73137574,19.0865448,otherland,India,owl,20,90,0,0,shrubland,shrubland_trees,FALSE,20,TRUE,0
SWA5125,63.56637644,26.71216358,forest,Pakistan,fo,20,90,0,0,forest,mixed_broadleaf,FALSE,11,TRUE,0
SWA5084,67.43146778,27.81628289,otherland,Pakistan,owl,20,90,0,0,shrubland,shrubland_trees,FALSE,25,TRUE,0
SWA11051,55.87122806,37.64798435,forest,Iran  (Islamic Republic of),fo,20,90,0,0,forest,mixed_broadleaf,TRUE,0,TRUE,0
SWA18955,74.24779433,18.43355942,grassland,India,oltc,20,90,0,0,shrubland,shrubland_trees,FALSE,6,TRUE,0
SWA7891,80.5302521,24.2875208,otherland,India,owl,30,90,0,0,shrubland,shrubland_trees,TRUE,0,TRUE,0
SWA1399,51.34344953,30.20373543,grassland,Iran  (Islamic Republic of),owl,30,90,0,0,grassland,grassland_trees_shrubs,FALSE,0,TRUE,0
SWA7784,77.30278495,24.09025076,forest,India,fo,30,90,0,0,forest,mixed_broadleaf,FALSE,6,TRUE,0
SWA9373,83.02334651,18.3246836,otherland,India,oltc,30,90,0,0,shrubland,shrubland_trees,FALSE,20,TRUE,0
SWA2948,54.15131361,27.96180997,otherland,Iran  (Islamic Republic of),oltc,40,90,0,0,shrubland,shrubland_trees,FALSE,20,TRUE,0
SWA14025,70.38755389,35.25783688,forest,Afghanistan,ol,40,90,0,0,shrubland,shrubland_trees,FALSE,0,FALSE,0
SWA3727,67.58373223,30.59962297,grassland,Pakistan,owl,10,90,0,0,shrubland,shrubland_trees,FALSE,1,TRUE,0
SWA2123,65.87001616,32.80705312,grassland,Afghanistan,oltc,10,90,0,0,shrubland,shrubland_trees,FALSE,1,TRUE,0
SWA7897,81.40179759,24.3918152,otherland,India,oltc,10,90,0,0,shrubland,shrubland_trees,FALSE,2,TRUE,0
SWA15785,78.28401473,30.05416593,grassland,India,fo,10,90,0,0,shrubland,shrubland_trees,FALSE,1,TRUE,0
SWA14647,72.42897537,34.39464572,grassland,Pakistan,owl,10,90,0,0,shrubland,shrubland_trees,FALSE,0,TRUE,0
SWA14501,53.64789773,30.01320275,otherland,Iran  (Islamic Republic of),owl,20,90,0,0,shrubland,shrubland_trees,FALSE,1,TRUE,0
SWA4456,70.84731165,29.89732008,grassland,Pakistan,oltc,20,90,0,0,shrubland,shrubland_trees,FALSE,4,TRUE,0
SWA8791,79.51237105,21.0374161,otherland,India,oltc,20,90,0,0,shrubland,shrubland_trees,FALSE,2,TRUE,0
SWA7388,81.95453098,25.56115221,grassland,India,owl,20,90,0,0,shrubland,shrubland_trees,FALSE,2,TRUE,0
SWA1519,58.72328925,32.24434842,otherland,Iran  (Islamic Republic of),owl,30,90,0,0,shrubland,shrubland_trees,FALSE,5,TRUE,0
SWA19774,78.01290318,15.50226681,grassland,India,oltc,30,90,0,0,shrubland,shrubland_trees,FALSE,3,TRUE,0
SWA19477,78.50985119,17.26287494,forest,India,fo,30,90,0,0,forest,mixed_broadleaf_coniferous,FALSE,4,TRUE,0
SWA12263,51.70376379,33.40910402,otherland,Iran  (Islamic Republic of),owl,40,90,0,0,shrubland,shrubland_trees,FALSE,8,TRUE,0
SWA20010,78.08108531,9.022269509,grassland,India,oltc,40,90,0,0,shrubland,shrubland_trees,FALSE,15,TRUE,0
SWA9060,80.10121672,20.11116321,grassland,India,oltc,40,90,0,0,shrubland,shrubland_trees,FALSE,2,TRUE,0
SWA19680,79.72527177,16.54925328,forest,India,owl,0,90,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA10556,62.23345622,25.52773488,otherland,Pakistan,ol,0,90,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA3425,67.42176598,31.02057351,grassland,Pakistan,ol,0,90,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA13828,60.36612824,33.3107385,otherland,Iran  (Islamic Republic of),ol,0,90,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA11130,51.40785874,36.04637803,otherland,Iran  (Islamic Republic of),ol,0,90,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA5667,68.96219703,26.77333885,grassland,Pakistan,ol,0,90,0,0,grassland,grassland_shrubs,FALSE,0,TRUE,0
SWA2066,55.31553022,29.95391394,grassland,Iran  (Islamic Republic of),ol,0,90,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA4032,58.063836,27.487769,grassland,Iran  (Islamic Republic of),ol,0,90,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA17462,70.85351003,23.60516051,grassland,India,owl,0,90,0,0,shrubland,shrubland,FALSE,0,FALSE,0
SWA14192,53.03371957,30.4589468,grassland,Iran  (Islamic Republic of),ol,0,90,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA2474,52.90436217,28.33236503,cropland,Iran  (Islamic Republic of),fo,0,90,0,0,cropland,cropland_perennial,FALSE,0,TRUE,0
SWA3578,58.42064683,28.39003687,grassland,Iran  (Islamic Republic of),ol,0,90,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA3351,54.11142841,27.30208723,grassland,Iran  (Islamic Republic of),ol,0,90,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA15127,73.27168494,32.83615853,grassland,Pakistan,ol,0,90,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA1062,53.53848293,32.24138398,grassland,Iran  (Islamic Republic of),ol,0,90,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA14173,70.307514,35.00100854,grassland,Afghanistan,owl,0,90,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA14121,53.11241199,30.61687062,cropland,Iran  (Islamic Republic of),fo,0,90,0,0,cropland,cropland_perennial,FALSE,0,TRUE,0
SWA13888,54.23054502,31.38061828,grassland,Iran  (Islamic Republic of),owl,0,90,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA14090,68.46767446,34.78110096,grassland,Afghanistan,ol,0,90,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA2068,55.67153257,30.06844914,grassland,Iran  (Islamic Republic of),owl,0,90,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA12060,50.89770549,33.78963038,grassland,Iran  (Islamic Republic of),ol,0,90,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA2484,54.63855982,28.93172098,otherland,Iran  (Islamic Republic of),ol,0,90,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA11299,50.85755079,35.47531901,otherland,Iran  (Islamic Republic of),owl,0,90,0,0,shrubland,shrubland,FALSE,0,TRUE,0
SWA16758,77.51245173,26.52998524,grassland,India,owl,0,90,0,0,shrubland,shrubland,FALSE,0,TRUE,0
